label,time-stamp,sine-wave
1,381,-0.1406
1,382,0.6169
1,383,-0.0066
1,384,0.6512
1,385,0.8163
1,386,0.0491
1,387,0.6975
1,388,0.8057
1,389,0.1128
1,390,0.8030
1,391,0.0506
1,392,1.0052
1,393,0.1238
1,394,0.8767
1,395,0.8775
1,396,0.9728
1,397,0.3111
1,398,0.1247
1,399,0.1992
1,400,0.9530
1,401,0.2178
1,402,1.0456
1,403,0.2292
1,404,0.3636
1,405,0.3558
1,406,1.1192
1,407,0.4220
1,408,1.2274
1,409,1.0388
1,410,1.0499
1,411,0.4041
1,412,0.3848
0,413,0.7880
0,414,0.7986
0,415,0.8090
0,416,0.8192
0,417,0.8290
0,418,0.8387
0,419,0.8480
0,420,0.8572
0,421,0.8660
0,422,0.8746
0,423,0.8829
0,424,0.8910
0,425,0.8988
0,426,0.9063
0,427,0.9135
0,428,0.9205
0,429,0.9272
0,430,0.9336
0,431,0.9397
0,432,0.9455
0,433,0.9511
0,434,0.9563
0,435,0.9613
0,436,0.9659
0,437,0.9703
0,438,0.9744
0,439,0.9781
0,440,0.9816
0,441,0.9848
0,442,0.9877
0,443,0.9903
0,444,0.9925
0,445,0.9945
0,446,0.9962
0,447,0.9976
0,448,0.9986
0,449,0.9994
0,450,0.9998
0,451,1.0000
0,452,0.9998
0,453,0.9994
0,454,0.9986
0,455,0.9976
0,456,0.9962
0,457,0.9945
0,458,0.9925
0,459,0.9903
0,460,0.9877
0,461,0.9848
0,462,0.9816
1,463,1.2153
1,464,0.5485
1,465,1.4021
1,466,1.1971
1,467,0.5084
1,468,0.6087
1,469,1.2851
1,470,1.3265
1,471,0.6512
1,472,1.2396
1,473,1.1593
1,474,0.6934
1,475,0.7076
1,476,0.6481
1,477,0.4564
1,478,0.4124
1,479,0.6200
1,480,0.6509
1,481,1.0689
1,482,1.2094
1,483,1.2946
1,484,1.1431
1,485,0.3394
1,486,0.4873
1,487,1.1732
1,488,1.1410
1,489,0.5472
1,490,1.1549
1,491,0.4838
1,492,1.0044
1,493,1.1784
1,494,1.2117
1,495,1.0798
1,496,0.2891
1,497,0.3206
1,498,0.1882
1,499,0.4237
1,500,0.1710
1,501,0.1932
1,502,0.1781
1,503,0.2070
1,504,0.9656
1,505,0.2723
1,506,0.2946
1,507,0.8040
1,508,0.8563
1,509,0.9171
1,510,0.7870
1,511,0.8110
1,512,0.0915
1,513,0.7848
1,514,0.9265
1,515,0.0173
1,516,0.1704
1,517,-0.0362
1,518,0.0058
1,519,0.6316
1,520,0.6223
1,521,0.5712
1,522,-0.0375
1,523,0.0591
1,524,0.6398
1,525,0.5398
1,526,0.4818
0,527,0.2419
0,528,0.2250
0,529,0.2079
0,530,0.1908
0,531,0.1736
0,532,0.1564
0,533,0.1392
0,534,0.1219
0,535,0.1045
0,536,0.0872
0,537,0.0698
0,538,0.0523
0,539,0.0349
0,540,0.0175
0,541,0.0000
0,542,-0.0175
0,543,-0.0349
0,544,-0.0523
0,545,-0.0698
0,546,-0.0872
0,547,-0.1045
0,548,-0.1219
0,549,-0.1392
0,550,-0.1564
0,551,-0.1736
0,552,-0.1908
0,553,-0.2079
0,554,-0.2250
0,555,-0.2419
0,556,-0.2588
0,557,-0.2756
0,558,-0.2924
0,559,-0.3090
0,560,-0.3256
0,561,-0.3420
0,562,-0.3584
0,563,-0.3746
0,564,-0.3907
0,565,-0.4067
0,566,-0.4226
0,567,-0.4384
0,568,-0.4540
0,569,-0.4695
0,570,-0.4848
0,571,-0.5000
0,572,-0.5150
0,573,-0.5299
0,574,-0.5446
0,575,-0.5592
0,576,-0.5736
0,577,-0.5878
0,578,-0.6018
0,579,-0.6157
1,580,-0.1899
1,581,-0.3613
1,582,-0.4423
1,583,-0.2100
1,584,-0.9507
1,585,-1.0313
1,586,-0.9940
1,587,-0.3654
1,588,-1.0610
1,589,-1.1836
1,590,-0.5165
1,591,-0.3586
1,592,-1.1414
1,593,-0.5506
1,594,-0.5936
1,595,-1.2957
1,596,-1.0820
1,597,-0.5816
1,598,-1.0412
1,599,-0.3945
1,600,-1.3118
1,601,-0.4903
1,602,-0.4435
1,603,-0.4722
1,604,-1.0978
1,605,-1.1400
1,606,-1.1329
1,607,-1.2668
1,608,-1.1222
1,609,-0.5906
1,610,-0.6302
1,611,-0.6562
1,612,-0.5365
1,613,-1.4009
1,614,-0.6456
1,615,-1.1685
1,616,-0.5175
1,617,-1.2526
1,618,-1.1940
1,619,-0.7293
1,620,-1.2620
1,621,-0.7817
1,622,-1.2612
1,623,-0.7438
1,624,-0.7357
1,625,-0.5042
1,626,-1.2970
1,627,-0.5374
1,628,-0.6075
1,629,-0.7789
1,630,-0.7403
1,631,-1.3945
1,632,-1.3185
1,633,-1.2057
1,634,-0.7559
1,635,-0.5303
1,636,-0.5003
1,637,-0.5046
1,638,-1.2816
1,639,-1.2167
1,640,-0.7272
1,641,-0.7163
1,642,-0.6149
1,643,-0.7593
1,644,-1.2017
0,645,-0.9703
0,646,-0.9659
0,647,-0.9613
0,648,-0.9563
0,649,-0.9511
0,650,-0.9455
0,651,-0.9397
0,652,-0.9336
0,653,-0.9272
0,654,-0.9205
0,655,-0.9135
0,656,-0.9063
0,657,-0.8988
0,658,-0.8910
0,659,-0.8829
0,660,-0.8746
0,661,-0.8660
0,662,-0.8572
0,663,-0.8480
0,664,-0.8387
0,665,-0.8290
0,666,-0.8192
0,667,-0.8090
0,668,-0.7986
0,669,-0.7880
0,670,-0.7771
0,671,-0.7660
0,672,-0.7547
0,673,-0.7431
0,674,-0.7314
0,675,-0.7193
0,676,-0.7071
0,677,-0.6947
0,678,-0.6820
0,679,-0.6691
0,680,-0.6561
0,681,-0.6428
0,682,-0.6293
0,683,-0.6157
0,684,-0.6018
0,685,-0.5878
0,686,-0.5736
0,687,-0.5592
0,688,-0.5446
0,689,-0.5299
0,690,-0.5150
0,691,-0.5000
0,692,-0.4848
0,693,-0.4695
0,694,-0.4540
0,695,-0.4384
1,696,-0.0736
1,697,-0.7232
1,698,0.0325
1,699,0.0986
1,700,-0.1419
1,701,-0.0135
1,702,-0.1049
1,703,-0.7635
1,704,0.0042
1,705,0.0848
1,706,-0.5813
1,707,-0.0090
1,708,0.2496
1,709,-0.6575
1,710,-0.6322
1,711,-0.3936
1,712,-0.4826
1,713,0.2602
1,714,-0.4521
1,715,0.2792
1,716,-0.5363
1,717,-0.5521
1,718,0.3783
0,719,-0.0349
0,720,-0.0175
0,721,0.0000
0,722,0.0175
0,723,0.0349
0,724,0.0523
0,725,0.0698
0,726,0.0872
0,727,0.1045
0,728,0.1219
0,729,0.1392
0,730,0.1564
0,731,0.1736
0,732,0.1908
0,733,0.2079
0,734,0.2250
0,735,0.2419
0,736,0.2588
0,737,0.2756
0,738,0.2924
0,739,0.3090
0,740,0.3256
0,741,0.3420
0,742,0.3584
0,743,0.3746
0,744,0.3907
0,745,0.4067
0,746,0.4226
0,747,0.4384
0,748,0.4540
0,749,0.4695
0,750,0.4848
0,751,0.5000
0,752,0.5150
0,753,0.5299
0,754,0.5446
0,755,0.5592
0,756,0.5736
0,757,0.5878
0,758,0.6018
0,759,0.6157
0,760,0.6293
0,761,0.6428
0,762,0.6561
0,763,0.6691
0,764,0.6820
0,765,0.6947
0,766,0.7071
0,767,0.7193
0,768,0.7314
1,769,1.1451
1,770,1.2300
1,771,1.0915
1,772,1.1291
1,773,0.5494
1,774,0.4946
1,775,1.2170
1,776,0.5938
1,777,1.2334
1,778,1.2043
1,779,1.2109
1,780,1.3505
1,781,0.4661
1,782,1.3417
1,783,1.3115
1,784,1.2811
1,785,1.2258
1,786,0.5938
1,787,1.2628
1,788,0.6890
1,789,1.1439
1,790,0.6668
1,791,0.7183
1,792,0.5604
1,793,0.7488
1,794,0.4807
1,795,1.3770
1,796,1.3770
1,797,0.5647
1,798,0.5357
1,799,1.4031
1,800,0.7692
1,801,1.2347
1,802,0.6173
1,803,1.2073
1,804,0.7687
1,805,1.4189
1,806,0.6297
1,807,0.5655
1,808,0.5198
1,809,0.6104
1,810,0.6723
1,811,1.2947
1,812,0.7426
1,813,1.3540
1,814,0.5860
1,815,1.3662
1,816,0.7489
1,817,0.6509
1,818,0.6957
1,819,1.4832
1,820,1.3742
1,821,1.3386
1,822,0.5692
1,823,1.4731
1,824,1.2844
1,825,0.6344
1,826,1.3476
1,827,1.3660
1,828,1.1864
1,829,0.4743
1,830,1.3902
1,831,1.2490
1,832,1.4012
1,833,0.6768
1,834,0.6655
1,835,0.4408
1,836,0.4943
1,837,1.3824
1,838,1.1840
1,839,0.5882
1,840,1.1335
1,841,1.2832
1,842,1.1680
1,843,1.1353
1,844,1.2503
1,845,1.2646
1,846,1.1988
1,847,1.1959
1,848,1.0702
1,849,1.0633
1,850,1.1365
1,851,0.4194
1,852,1.1911
1,853,1.2049
1,854,0.3340
1,855,0.2619
1,856,1.1018
1,857,1.1019
1,858,0.2969
1,859,1.1525
1,860,0.2658
1,861,0.2870
1,862,0.8816
1,863,0.8923
1,864,0.2066
1,865,0.9751
0,866,0.5736
0,867,0.5592
0,868,0.5446
0,869,0.5299
0,870,0.5150
0,871,0.5000
0,872,0.4848
0,873,0.4695
0,874,0.4540
0,875,0.4384
0,876,0.4226
0,877,0.4067
0,878,0.3907
0,879,0.3746
0,880,0.3584
0,881,0.3420
0,882,0.3256
0,883,0.3090
0,884,0.2924
0,885,0.2756
0,886,0.2588
0,887,0.2419
0,888,0.2250
0,889,0.2079
0,890,0.1908
0,891,0.1736
0,892,0.1564
0,893,0.1392
0,894,0.1219
0,895,0.1045
0,896,0.0872
0,897,0.0698
0,898,0.0523
0,899,0.0349
0,900,0.0175
0,901,0.0000
0,902,-0.0175
0,903,-0.0349
0,904,-0.0523
0,905,-0.0698
0,906,-0.0872
0,907,-0.1045
0,908,-0.1219
0,909,-0.1392
0,910,-0.1564
0,911,-0.1736
0,912,-0.1908
0,913,-0.2079
0,914,-0.2250
0,915,-0.2419
0,916,-0.2588
1,917,0.0310
1,918,0.1286
1,919,-0.0312
1,920,-0.5951
1,921,0.1511
1,922,0.1167
1,923,0.0726
1,924,-0.8681
1,925,-0.7056
1,926,-0.0032
1,927,-0.2194
1,928,-0.6694
1,929,-0.8936
1,930,-0.0682
1,931,-0.2615
1,932,-0.8232
1,933,-0.9892
1,934,-0.9789
1,935,-0.1947
1,936,-0.9023
1,937,-0.8207
1,938,-0.2411
1,939,-0.3388
1,940,-0.3131
1,941,-0.3315
1,942,-1.1151
1,943,-0.3336
1,944,-1.1289
1,945,-0.4517
1,946,-0.3378
1,947,-0.5054
1,948,-1.0038
1,949,-1.0861
1,950,-0.4831
1,951,-0.3456
1,952,-0.5189
1,953,-0.5447
1,954,-0.4692
1,955,-1.1588
1,956,-0.5219
1,957,-0.4735
0,958,-0.8387
0,959,-0.8480
0,960,-0.8572
0,961,-0.8660
0,962,-0.8746
0,963,-0.8829
0,964,-0.8910
0,965,-0.8988
0,966,-0.9063
0,967,-0.9135
0,968,-0.9205
0,969,-0.9272
0,970,-0.9336
0,971,-0.9397
0,972,-0.9455
0,973,-0.9511
0,974,-0.9563
0,975,-0.9613
0,976,-0.9659
0,977,-0.9703
0,978,-0.9744
0,979,-0.9781
0,980,-0.9816
0,981,-0.9848
0,982,-0.9877
0,983,-0.9903
0,984,-0.9925
0,985,-0.9945
0,986,-0.9962
0,987,-0.9976
0,988,-0.9986
0,989,-0.9994
0,990,-0.9998
0,991,-1.0000
0,992,-0.9998
0,993,-0.9994
0,994,-0.9986
0,995,-0.9976
0,996,-0.9962
0,997,-0.9945
0,998,-0.9925
0,999,-0.9903
0,1000,-0.9877
0,1001,-0.9848
0,1002,-0.9816
0,1003,-0.9781
0,1004,-0.9744
0,1005,-0.9703
0,1006,-0.9659
0,1007,-0.9613
0,1008,-0.9563
1,1009,-1.4467
1,1010,-1.3190
1,1011,-0.4920
1,1012,-0.7289
1,1013,-0.6052
1,1014,-1.2856
1,1015,-1.2516
1,1016,-0.5589
1,1017,-0.4427
1,1018,-1.3686
1,1019,-0.4138
1,1020,-1.1462
1,1021,-0.4420
1,1022,-0.3723
1,1023,-1.1984
0,1024,-0.8387
0,1025,-0.8290
0,1026,-0.8192
0,1027,-0.8090
0,1028,-0.7986
0,1029,-0.7880
0,1030,-0.7771
0,1031,-0.7660
0,1032,-0.7547
0,1033,-0.7431
0,1034,-0.7314
0,1035,-0.7193
0,1036,-0.7071
0,1037,-0.6947
0,1038,-0.6820
0,1039,-0.6691
0,1040,-0.6561
0,1041,-0.6428
0,1042,-0.6293
0,1043,-0.6157
0,1044,-0.6018
0,1045,-0.5878
0,1046,-0.5736
0,1047,-0.5592
0,1048,-0.5446
0,1049,-0.5299
0,1050,-0.5150
0,1051,-0.5000
0,1052,-0.4848
0,1053,-0.4695
0,1054,-0.4540
0,1055,-0.4384
0,1056,-0.4226
0,1057,-0.4067
0,1058,-0.3907
0,1059,-0.3746
0,1060,-0.3584
0,1061,-0.3420
1,1062,-0.7223
1,1063,0.1100
1,1064,0.1000
1,1065,0.1511
1,1066,0.0656
1,1067,-0.5423
1,1068,0.0674
1,1069,0.2332
1,1070,-0.5817
1,1071,0.2481
1,1072,-0.3583
1,1073,0.3232
1,1074,0.3417
1,1075,-0.5288
1,1076,0.3610
1,1077,0.2577
1,1078,-0.2582
1,1079,-0.3899
1,1080,-0.3402
1,1081,-0.2054
1,1082,0.2229
1,1083,0.5007
1,1084,-0.1897
1,1085,0.5223
1,1086,0.5280
1,1087,0.4352
1,1088,-0.3313
1,1089,-0.2390
1,1090,-0.0592
1,1091,0.5166
1,1092,0.6328
1,1093,0.5320
1,1094,0.6045
1,1095,-0.0773
1,1096,-0.0235
1,1097,0.6562
1,1098,0.5850
1,1099,0.6614
1,1100,-0.1292
0,1101,0.3420
0,1102,0.3584
0,1103,0.3746
0,1104,0.3907
0,1105,0.4067
0,1106,0.4226
0,1107,0.4384
0,1108,0.4540
0,1109,0.4695
0,1110,0.4848
0,1111,0.5000
0,1112,0.5150
0,1113,0.5299
0,1114,0.5446
0,1115,0.5592
0,1116,0.5736
0,1117,0.5878
0,1118,0.6018
0,1119,0.6157
0,1120,0.6293
0,1121,0.6428
0,1122,0.6561
0,1123,0.6691
0,1124,0.6820
0,1125,0.6947
0,1126,0.7071
0,1127,0.7193
0,1128,0.7314
0,1129,0.7431
0,1130,0.7547
0,1131,0.7660
0,1132,0.7771
0,1133,0.7880
0,1134,0.7986
0,1135,0.8090
0,1136,0.8192
0,1137,0.8290
1,1138,1.0549
1,1139,1.3233
1,1140,0.4823
1,1141,0.6637
1,1142,1.1400
1,1143,0.5655
1,1144,1.3450
1,1145,1.2111
1,1146,1.3908
1,1147,1.3837
1,1148,0.4976
1,1149,1.4107
1,1150,1.2574
1,1151,0.6175
1,1152,0.5693
1,1153,1.2981
1,1154,1.2554
1,1155,1.3368
1,1156,0.6620
1,1157,0.6607
1,1158,0.7165
1,1159,0.7353
1,1160,0.4945
1,1161,0.6615
1,1162,1.3865
1,1163,1.3323
1,1164,1.2108
1,1165,1.2481
1,1166,1.3630
1,1167,0.7479
1,1168,1.2881
1,1169,0.7304
1,1170,1.3295
1,1171,0.5597
1,1172,0.5775
1,1173,1.4662
1,1174,1.2770
1,1175,1.3299
0,1176,0.9962
0,1177,0.9945
0,1178,0.9925
0,1179,0.9903
0,1180,0.9877
0,1181,0.9848
0,1182,0.9816
0,1183,0.9781
0,1184,0.9744
0,1185,0.9703
0,1186,0.9659
0,1187,0.9613
0,1188,0.9563
0,1189,0.9511
0,1190,0.9455
0,1191,0.9397
0,1192,0.9336
0,1193,0.9272
0,1194,0.9205
0,1195,0.9135
0,1196,0.9063
0,1197,0.8988
0,1198,0.8910
0,1199,0.8829
0,1200,0.8746
0,1201,0.8660
0,1202,0.8572
0,1203,0.8480
0,1204,0.8387
0,1205,0.8290
0,1206,0.8192
0,1207,0.8090
0,1208,0.7986
0,1209,0.7880
0,1210,0.7771
0,1211,0.7660
0,1212,0.7547
0,1213,0.7431
0,1214,0.7314
0,1215,0.7193
0,1216,0.7071
1,1217,0.3236
1,1218,0.9483
1,1219,0.2180
1,1220,0.4466
1,1221,1.0306
1,1222,0.9478
1,1223,0.9179
1,1224,0.8100
1,1225,0.9130
1,1226,1.0281
1,1227,0.7720
1,1228,0.8089
1,1229,0.0541
1,1230,0.0381
1,1231,0.1400
1,1232,0.7742
1,1233,0.7437
1,1234,0.6748
1,1235,0.7700
1,1236,0.7930
1,1237,-0.0762
1,1238,0.7438
1,1239,0.1452
1,1240,0.0354
1,1241,-0.0118
1,1242,-0.1704
1,1243,0.6466
1,1244,0.6618
1,1245,0.7431
1,1246,-0.0592
1,1247,-0.0357
1,1248,-0.0556
1,1249,0.5907
1,1250,-0.1160
1,1251,0.5061
1,1252,0.4153
1,1253,0.5601
1,1254,-0.1550
1,1255,0.3271
1,1256,-0.2558
1,1257,0.3881
1,1258,-0.1574
1,1259,-0.1846
1,1260,-0.3618
1,1261,0.4437
1,1262,0.4243
1,1263,0.3943
1,1264,-0.3458
1,1265,-0.3850
1,1266,-0.3676
1,1267,-0.5431
1,1268,-0.4764
1,1269,0.3090
1,1270,0.1794
1,1271,-0.4254
1,1272,-0.5611
1,1273,-0.4545
1,1274,-0.5880
1,1275,0.1258
1,1276,0.0813
1,1277,0.1046
1,1278,-0.0888
1,1279,-0.5391
1,1280,-0.7703
1,1281,0.0775
1,1282,-0.7528
1,1283,-0.6556
1,1284,-0.8578
1,1285,-0.0356
1,1286,-0.8716
1,1287,-0.0700
1,1288,-0.1765
1,1289,-0.1727
1,1290,-0.9761
1,1291,-0.7549
1,1292,-0.2154
1,1293,-0.2923
1,1294,-0.8294
1,1295,-0.3551
1,1296,-0.2391
1,1297,-0.3315
1,1298,-0.3486
1,1299,-0.3003
1,1300,-1.0516
1,1301,-0.1854
0,1302,-0.6561
0,1303,-0.6691
0,1304,-0.6820
0,1305,-0.6947
0,1306,-0.7071
0,1307,-0.7193
0,1308,-0.7314
0,1309,-0.7431
0,1310,-0.7547
0,1311,-0.7660
0,1312,-0.7771
0,1313,-0.7880
0,1314,-0.7986
0,1315,-0.8090
0,1316,-0.8192
0,1317,-0.8290
0,1318,-0.8387
0,1319,-0.8480
0,1320,-0.8572
0,1321,-0.8660
0,1322,-0.8746
0,1323,-0.8829
0,1324,-0.8910
0,1325,-0.8988
0,1326,-0.9063
0,1327,-0.9135
0,1328,-0.9205
0,1329,-0.9272
0,1330,-0.9336
0,1331,-0.9397
0,1332,-0.9455
0,1333,-0.9511
0,1334,-0.9563
0,1335,-0.9613
0,1336,-0.9659
0,1337,-0.9703
0,1338,-0.9744
0,1339,-0.9781
0,1340,-0.9816
0,1341,-0.9848
0,1342,-0.9877
0,1343,-0.9903
0,1344,-0.9925
0,1345,-0.9945
0,1346,-0.9962
0,1347,-0.9976
0,1348,-0.9986
0,1349,-0.9994
0,1350,-0.9998
0,1351,-1.0000
1,1352,-0.7005
1,1353,-0.7224
1,1354,-1.4793
1,1355,-1.2876
1,1356,-1.2302
1,1357,-0.6631
1,1358,-1.3572
1,1359,-0.6915
1,1360,-1.2491
1,1361,-1.1958
1,1362,-1.2988
1,1363,-0.6562
1,1364,-1.3295
1,1365,-1.3092
1,1366,-1.3430
1,1367,-0.7241
1,1368,-0.5902
1,1369,-1.3689
1,1370,-0.5438
1,1371,-0.4733
1,1372,-0.5891
1,1373,-0.5030
1,1374,-1.1609
1,1375,-0.5957
1,1376,-1.2715
1,1377,-1.1304
1,1378,-0.4569
1,1379,-0.4196
1,1380,-0.5928
1,1381,-0.6124
1,1382,-0.6549
1,1383,-0.4807
1,1384,-0.6171
1,1385,-1.0478
1,1386,-0.3697
1,1387,-1.0889
1,1388,-0.5124
1,1389,-1.2570
1,1390,-1.2494
1,1391,-0.9932
1,1392,-0.3894
1,1393,-1.0837
1,1394,-1.0755
1,1395,-0.9928
1,1396,-0.4996
1,1397,-0.2723
1,1398,-1.0076
1,1399,-0.2459
1,1400,-0.3614
1,1401,-0.3196
1,1402,-0.9597
1,1403,-1.0070
1,1404,-1.0446
1,1405,-1.0340
1,1406,-0.3632
1,1407,-0.8580
1,1408,-0.8177
1,1409,-0.8503
1,1410,-0.8551
1,1411,-0.2004
1,1412,-0.9001
1,1413,-0.8061
1,1414,-0.2160
1,1415,0.0150
1,1416,-0.6228
1,1417,0.0327
1,1418,0.0746
0,1419,-0.3746
0,1420,-0.3584
0,1421,-0.3420
0,1422,-0.3256
0,1423,-0.3090
0,1424,-0.2924
0,1425,-0.2756
0,1426,-0.2588
0,1427,-0.2419
